species,rule,country_code,admin1_region_code
mammalia;carnivora;ursidae;ursus;americanus,allow,USA,NJ
mammalia;cetartiodactyla;cervidae;capreolus;capreolus,block,USA,
mammalia;chordata;canidae;canis;lupus dingo,block,ABW,
mammalia;chordata;canidae;canis;lupus dingo,block,AFG,
mammalia;chordata;canidae;canis;lupus dingo,block,AGO,
mammalia;chordata;canidae;canis;lupus dingo,block,AIA,
mammalia;chordata;canidae;canis;lupus dingo,block,ALA,
mammalia;chordata;canidae;canis;lupus dingo,block,ALB,
mammalia;chordata;canidae;canis;lupus dingo,block,AND,
mammalia;chordata;canidae;canis;lupus dingo,block,ARE,
mammalia;chordata;canidae;canis;lupus dingo,block,ARG,
mammalia;chordata;canidae;canis;lupus dingo,block,ARM,
mammalia;chordata;canidae;canis;lupus dingo,block,ASM,
mammalia;chordata;canidae;canis;lupus dingo,block,ATA,
mammalia;chordata;canidae;canis;lupus dingo,block,ATF,
mammalia;chordata;canidae;canis;lupus dingo,block,ATG,
mammalia;chordata;canidae;canis;lupus dingo,block,AUT,
mammalia;chordata;canidae;canis;lupus dingo,block,AZE,
mammalia;chordata;canidae;canis;lupus dingo,block,BDI,
mammalia;chordata;canidae;canis;lupus dingo,block,BEL,
mammalia;chordata;canidae;canis;lupus dingo,block,BEN,
mammalia;chordata;canidae;canis;lupus dingo,block,BES,
mammalia;chordata;canidae;canis;lupus dingo,block,BFA,
mammalia;chordata;canidae;canis;lupus dingo,block,BGD,
mammalia;chordata;canidae;canis;lupus dingo,block,BGR,
mammalia;chordata;canidae;canis;lupus dingo,block,BHR,
mammalia;chordata;canidae;canis;lupus dingo,block,BHS,
mammalia;chordata;canidae;canis;lupus dingo,block,BIH,
mammalia;chordata;canidae;canis;lupus dingo,block,BLM,
mammalia;chordata;canidae;canis;lupus dingo,block,BLR,
mammalia;chordata;canidae;canis;lupus dingo,block,BLZ,
mammalia;chordata;canidae;canis;lupus dingo,block,BMU,
mammalia;chordata;canidae;canis;lupus dingo,block,BOL,
mammalia;chordata;canidae;canis;lupus dingo,block,BRA,
